lead_id,created_date,source,budget_tier,company_size,converted
693,2026-08-01,paid_search,mid,29,False
694,2026-05-27,paid_search,mid,61,False
695,2026-02-14,cold_outreach,enterprise,13,True
696,2026-05-05,event,low,39,False
697,2026-05-20,referral,enterprise,31,False
698,2026-04-04,organic,mid,17,False
699,2026-06-14,cold_outreach,enterprise,5,False
700,2026-05-24,cold_outreach,enterprise,14,False
701,2026-08-01,organic,mid,12,False
702,2026-03-01,event,mid,12,False
703,2026-03-22,organic,enterprise,42,False
704,2026-03-22,organic,low,286,False
705,2026-07-17,cold_outreach,mid,11,False
706,2026-07-24,referral,mid,33,False
707,2026-06-19,event,mid,40,True
708,2026-05-17,cold_outreach,enterprise,61,False
709,2026-04-20,paid_search,low,2,False
710,2026-03-22,paid_search,low,27,False
711,2026-07-10,organic,mid,112,False
712,2026-02-12,cold_outreach,enterprise,123,False
713,2026-05-12,cold_outreach,enterprise,220,False
714,2026-07-17,referral,low,55,True
715,2026-05-04,event,enterprise,10,False
716,2026-06-26,referral,mid,99,False
717,2026-06-29,referral,enterprise,117,False
718,2026-05-01,paid_search,low,58,False
719,2026-06-07,cold_outreach,mid,34,False
720,2026-03-04,paid_search,mid,76,False
721,2026-08-07,event,mid,38,False
722,2026-05-13,paid_search,enterprise,8,False
723,2026-04-15,referral,mid,29,True
724,2026-05-14,paid_search,enterprise,28,False
725,2026-04-03,referral,low,18,True
726,2026-03-31,organic,mid,19,False
727,2026-03-06,organic,low,48,False
728,2026-06-07,paid_search,low,43,False
729,2026-04-04,organic,mid,17,False
730,2026-03-30,referral,low,18,True
731,2026-05-10,paid_search,enterprise,26,False
732,2026-02-27,referral,enterprise,11,False
733,2026-02-18,organic,low,12,False
734,2026-06-07,referral,low,5,False
735,2026-06-27,paid_search,enterprise,24,False
736,2026-02-13,organic,enterprise,71,False
737,2026-06-20,referral,enterprise,23,False
738,2026-05-23,paid_search,mid,8,False
739,2026-03-11,organic,low,103,False
740,2026-04-03,event,enterprise,88,True
741,2026-07-27,paid_search,low,5,False
742,2026-04-15,organic,enterprise,17,False
743,2026-06-26,organic,enterprise,36,False
744,2026-02-27,event,mid,11,True
745,2026-05-26,paid_search,mid,16,True
746,2026-08-08,referral,mid,18,True
747,2026-04-08,paid_search,enterprise,7,False
748,2026-02-23,cold_outreach,low,29,False
749,2026-05-19,organic,mid,17,False
750,2026-04-04,event,enterprise,10,False
751,2026-08-03,cold_outreach,enterprise,16,False
752,2026-04-15,cold_outreach,enterprise,35,False
753,2026-04-08,organic,enterprise,24,False
754,2026-06-27,referral,enterprise,12,False
755,2026-04-13,referral,enterprise,5,False
756,2026-04-02,event,enterprise,73,False
757,2026-06-06,event,low,16,False
758,2026-05-06,referral,mid,31,False
759,2026-06-19,event,mid,31,False
760,2026-03-10,event,low,35,False
761,2026-04-03,cold_outreach,enterprise,19,False
762,2026-02-15,paid_search,enterprise,49,False
763,2026-02-16,referral,low,29,True
764,2026-08-03,event,enterprise,49,False
765,2026-05-15,event,low,8,True
766,2026-08-05,referral,enterprise,55,False
767,2026-06-18,organic,mid,74,True
768,2026-03-24,paid_search,enterprise,18,False
769,2026-05-27,event,low,4,False
770,2026-03-19,event,low,36,False
771,2026-02-23,event,low,18,False
772,2026-06-10,referral,enterprise,20,False
773,2026-06-08,paid_search,enterprise,6,False
774,2026-05-10,referral,mid,27,False
775,2026-04-25,event,low,19,False
776,2026-07-01,organic,mid,17,False
777,2026-03-03,cold_outreach,low,19,False
778,2026-05-07,referral,mid,25,True
779,2026-07-15,organic,mid,29,False
780,2026-04-03,event,enterprise,47,False
781,2026-04-05,paid_search,enterprise,18,False
782,2026-05-31,organic,enterprise,30,False
783,2026-05-10,paid_search,mid,3,False
784,2026-07-25,referral,enterprise,30,True
785,2026-04-28,cold_outreach,enterprise,7,False
786,2026-07-10,event,low,33,False
787,2026-07-08,event,enterprise,15,False
788,2026-07-14,paid_search,mid,79,False
789,2026-05-31,event,low,18,False
790,2026-07-17,organic,low,21,False
791,2026-04-11,cold_outreach,enterprise,22,False
792,2026-07-15,referral,mid,9,False
793,2026-04-14,cold_outreach,low,143,False
794,2026-07-02,referral,enterprise,188,False
795,2026-07-22,organic,enterprise,43,False
796,2026-06-14,referral,mid,17,False
797,2026-04-27,referral,mid,42,False
798,2026-06-04,event,mid,75,False
799,2026-04-26,event,enterprise,15,False
800,2026-07-03,cold_outreach,mid,51,False
801,2026-07-20,cold_outreach,mid,111,False
802,2026-05-25,cold_outreach,mid,91,False
803,2026-03-17,referral,enterprise,152,True
804,2026-06-06,paid_search,low,9,False
805,2026-04-18,event,low,28,True
806,2026-08-03,cold_outreach,low,13,False
807,2026-08-07,cold_outreach,low,7,False
808,2026-03-05,paid_search,mid,10,False
809,2026-05-26,paid_search,mid,8,False
810,2026-06-13,referral,mid,40,False
811,2026-05-16,paid_search,enterprise,60,False
812,2026-04-07,organic,enterprise,174,False
813,2026-06-06,cold_outreach,enterprise,10,False
814,2026-07-29,cold_outreach,low,12,False
815,2026-04-25,organic,low,5,False
816,2026-05-16,event,low,33,False
817,2026-06-10,organic,mid,4,False
818,2026-05-29,referral,low,9,False
819,2026-04-17,cold_outreach,low,149,False
820,2026-05-20,cold_outreach,enterprise,34,False
821,2026-02-12,organic,enterprise,13,True
822,2026-03-17,cold_outreach,enterprise,125,True
823,2026-06-04,paid_search,mid,5,False
824,2026-07-17,event,mid,39,False
825,2026-04-29,paid_search,enterprise,32,False
826,2026-05-08,organic,mid,67,False
827,2026-07-14,referral,mid,125,False
828,2026-05-17,referral,low,7,False
829,2026-04-16,event,enterprise,37,False
830,2026-04-20,cold_outreach,mid,19,False
831,2026-03-28,paid_search,enterprise,78,False
832,2026-02-12,referral,low,16,False
833,2026-06-30,referral,low,3,False
834,2026-06-16,organic,enterprise,29,False
835,2026-06-29,cold_outreach,mid,9,False
836,2026-02-22,paid_search,mid,15,False
837,2026-02-17,organic,low,5,False
838,2026-05-19,referral,low,237,False
839,2026-06-17,cold_outreach,enterprise,18,False
840,2026-07-06,referral,low,10,False
841,2026-05-01,cold_outreach,mid,31,False
842,2026-03-12,event,enterprise,35,False
843,2026-07-25,cold_outreach,mid,23,False
844,2026-05-30,referral,enterprise,40,False
845,2026-03-25,referral,mid,43,False
846,2026-07-08,event,low,10,False
847,2026-06-27,organic,enterprise,103,True
848,2026-03-09,organic,low,20,False
849,2026-04-16,event,mid,6,True
850,2026-05-04,referral,mid,8,False
851,2026-04-04,organic,low,13,False
852,2026-02-19,organic,mid,3,False
853,2026-05-08,event,low,3,False
854,2026-07-31,referral,enterprise,37,False
855,2026-07-31,referral,mid,5,False
856,2026-05-14,event,mid,34,False
857,2026-05-19,paid_search,enterprise,6,True
858,2026-06-14,cold_outreach,mid,16,False
859,2026-07-19,cold_outreach,mid,6,False
860,2026-07-19,organic,low,13,False
861,2026-05-17,referral,low,16,False
862,2026-04-25,event,mid,15,False
863,2026-06-19,event,mid,11,False
864,2026-08-03,referral,mid,13,False
865,2026-04-11,organic,enterprise,498,False
866,2026-07-18,referral,low,93,False
867,2026-07-20,event,low,37,False
868,2026-06-09,organic,enterprise,107,False
869,2026-07-15,event,low,5,False
870,2026-07-11,organic,enterprise,43,True
871,2026-07-04,organic,mid,24,True
872,2026-02-10,referral,low,30,False
873,2026-05-19,paid_search,low,29,False
874,2026-04-15,cold_outreach,enterprise,14,False
875,2026-07-29,organic,low,18,False
876,2026-02-18,referral,mid,29,False
877,2026-03-23,paid_search,mid,118,False
878,2026-05-28,referral,enterprise,22,False
879,2026-07-29,event,mid,18,True
880,2026-05-30,organic,enterprise,8,True
881,2026-02-12,cold_outreach,low,2,False
882,2026-06-30,referral,enterprise,2,False
883,2026-06-11,cold_outreach,low,54,False
884,2026-06-17,paid_search,enterprise,14,False
885,2026-04-07,event,enterprise,19,True
886,2026-07-17,referral,low,6,False
887,2026-03-24,organic,mid,6,False
888,2026-06-05,cold_outreach,low,6,False
889,2026-03-11,cold_outreach,low,31,False
890,2026-04-06,referral,mid,35,True
891,2026-04-01,event,enterprise,12,True
892,2026-08-03,event,mid,15,False
893,2026-04-21,organic,low,76,False
894,2026-05-07,paid_search,enterprise,18,False
895,2026-04-09,referral,enterprise,10,True
896,2026-07-20,referral,enterprise,12,False
897,2026-06-21,referral,enterprise,11,False
898,2026-06-13,event,enterprise,32,False
899,2026-06-15,cold_outreach,enterprise,11,False
900,2026-05-25,organic,mid,12,False
901,2026-04-18,event,mid,88,False
902,2026-03-21,organic,low,42,False
903,2026-07-12,event,low,52,False
904,2026-04-21,cold_outreach,enterprise,7,False
905,2026-07-18,cold_outreach,enterprise,38,False
906,2026-08-06,referral,enterprise,22,False
907,2026-07-23,organic,mid,70,False
908,2026-06-20,organic,enterprise,18,False
909,2026-04-05,event,enterprise,27,False
910,2026-06-30,event,enterprise,20,False
911,2026-05-03,referral,low,20,False
912,2026-05-31,cold_outreach,low,14,False
913,2026-06-29,paid_search,enterprise,14,False
914,2026-06-30,organic,low,9,False
915,2026-04-15,organic,enterprise,11,False
916,2026-02-28,referral,mid,14,False
917,2026-07-08,event,enterprise,40,False
918,2026-08-07,paid_search,mid,13,False
919,2026-06-25,cold_outreach,mid,24,False
920,2026-04-29,paid_search,mid,10,False
921,2026-02-18,referral,enterprise,16,True
922,2026-06-24,referral,mid,15,False
923,2026-07-02,cold_outreach,enterprise,14,False
924,2026-07-21,paid_search,mid,40,False
925,2026-02-14,cold_outreach,mid,8,False
926,2026-03-28,referral,mid,220,False
927,2026-02-24,referral,enterprise,21,False
928,2026-06-27,organic,low,10,False
929,2026-03-29,paid_search,low,15,False
930,2026-03-12,organic,enterprise,23,False
931,2026-02-11,cold_outreach,low,16,False
932,2026-05-26,cold_outreach,low,16,False
933,2026-03-19,referral,mid,5,False
934,2026-05-26,organic,low,89,False
935,2026-02-11,referral,low,14,False
936,2026-03-17,organic,mid,21,False
937,2026-07-03,event,enterprise,21,False
938,2026-02-20,referral,mid,15,False
939,2026-05-14,event,enterprise,17,False
940,2026-04-23,referral,mid,87,False
941,2026-07-30,cold_outreach,mid,3,False
942,2026-07-11,event,enterprise,31,False
943,2026-06-24,organic,enterprise,5,False
944,2026-08-03,organic,mid,4,False
945,2026-03-15,cold_outreach,enterprise,98,False
946,2026-07-21,organic,enterprise,49,True
947,2026-07-25,organic,low,18,False
948,2026-04-05,cold_outreach,low,10,False
949,2026-07-18,referral,low,9,False
950,2026-03-31,referral,enterprise,50,False
951,2026-07-06,cold_outreach,enterprise,11,False
952,2026-05-22,organic,low,26,False
953,2026-04-04,organic,mid,20,False
954,2026-04-24,cold_outreach,low,109,False
955,2026-06-18,organic,mid,84,False
956,2026-06-17,referral,enterprise,11,False
957,2026-06-10,organic,enterprise,8,False
958,2026-03-10,organic,enterprise,18,True
959,2026-07-28,cold_outreach,low,14,False
960,2026-06-20,paid_search,low,31,False
961,2026-02-11,event,mid,20,False
962,2026-06-30,event,low,240,False
963,2026-03-01,cold_outreach,enterprise,11,False
964,2026-03-31,referral,mid,8,True
965,2026-07-25,organic,mid,18,True
966,2026-07-18,cold_outreach,low,1,False
967,2026-07-04,referral,low,3,False
968,2026-05-25,organic,enterprise,17,False
969,2026-03-22,event,enterprise,93,True
970,2026-02-23,event,mid,33,False
971,2026-05-22,referral,low,39,False
972,2026-06-18,paid_search,mid,3,False
973,2026-06-28,cold_outreach,enterprise,27,False
974,2026-05-18,organic,mid,4,False
975,2026-03-05,cold_outreach,low,12,False
976,2026-03-02,referral,low,536,False
977,2026-05-07,organic,enterprise,19,False
978,2026-05-04,event,low,9,False
979,2026-02-14,referral,mid,133,True
980,2026-06-23,referral,low,11,False
981,2026-06-22,event,low,98,False
982,2026-07-22,paid_search,mid,67,True
983,2026-07-18,referral,enterprise,23,False
984,2026-05-15,referral,mid,7,False
985,2026-05-21,paid_search,enterprise,497,True
986,2026-04-14,cold_outreach,enterprise,33,False
987,2026-06-26,event,mid,91,False
988,2026-06-24,organic,enterprise,19,False
989,2026-07-16,organic,low,37,False
990,2026-03-06,cold_outreach,mid,5,False
991,2026-05-16,referral,low,91,False
992,2026-02-16,event,low,98,False
993,2026-02-16,event,low,35,False
994,2026-05-18,organic,enterprise,79,False
995,2026-07-14,event,mid,71,False
996,2026-04-04,paid_search,enterprise,28,False
997,2026-06-03,cold_outreach,low,18,False
998,2026-04-08,organic,mid,21,True
999,2026-03-21,paid_search,low,10,False
1000,2026-04-21,event,mid,353,False
1001,2026-06-09,event,low,46,False
1002,2026-04-10,paid_search,enterprise,17,False
1003,2026-03-11,cold_outreach,mid,26,False
1004,2026-02-28,referral,enterprise,28,False
1005,2026-03-29,referral,mid,46,False
1006,2026-05-07,referral,enterprise,2,False
1007,2026-05-14,referral,enterprise,13,True
1008,2026-03-16,referral,enterprise,22,True
1009,2026-06-05,cold_outreach,mid,23,False
1010,2026-08-06,referral,enterprise,73,False
1011,2026-07-14,event,mid,31,False
1012,2026-07-11,organic,enterprise,36,False
1013,2026-07-29,event,low,51,False
1014,2026-07-16,referral,low,69,False
1015,2026-05-07,referral,enterprise,58,False
1016,2026-07-01,organic,low,4,False
1017,2026-07-08,organic,mid,9,False
1018,2026-06-23,event,enterprise,17,False
1019,2026-05-03,organic,enterprise,11,False
1020,2026-06-10,paid_search,low,10,False
1021,2026-03-17,referral,mid,12,False
1022,2026-03-16,organic,enterprise,51,False
1023,2026-07-17,referral,mid,19,False
1024,2026-04-26,cold_outreach,enterprise,283,True
1025,2026-03-01,referral,enterprise,4,False
1026,2026-07-11,paid_search,low,7,False
1027,2026-02-13,paid_search,low,10,False
1028,2026-04-01,event,mid,112,False
1029,2026-07-20,paid_search,low,82,False
1030,2026-04-11,organic,low,21,True
1031,2026-05-08,organic,low,34,False
1032,2026-07-12,referral,low,12,False
1033,2026-06-16,organic,low,11,False
1034,2026-03-12,cold_outreach,low,16,False
1035,2026-07-16,organic,low,3,False
1036,2026-02-23,cold_outreach,mid,13,False
1037,2026-05-01,paid_search,mid,41,False
1038,2026-04-10,event,mid,8,False
1039,2026-02-24,paid_search,enterprise,110,False
1040,2026-08-02,cold_outreach,enterprise,10,False
1041,2026-04-16,paid_search,mid,150,False
1042,2026-03-10,cold_outreach,mid,313,False
1043,2026-02-14,cold_outreach,low,285,False
1044,2026-08-05,organic,mid,8,True
1045,2026-03-23,referral,enterprise,6,False
1046,2026-08-06,organic,low,18,False
1047,2026-08-08,organic,mid,16,False
1048,2026-04-12,cold_outreach,low,64,False
1049,2026-02-24,event,mid,21,False
1050,2026-02-26,paid_search,mid,60,False
1051,2026-06-29,cold_outreach,mid,3,False
1052,2026-06-07,cold_outreach,mid,15,True
1053,2026-03-15,organic,low,33,False
1054,2026-02-25,cold_outreach,low,13,False
1055,2026-06-16,event,enterprise,214,False
1056,2026-06-18,referral,low,4,False
1057,2026-05-06,paid_search,enterprise,108,False
1058,2026-03-09,paid_search,mid,9,False
1059,2026-03-01,event,enterprise,25,False
1060,2026-02-22,event,mid,16,False
1061,2026-07-27,cold_outreach,enterprise,12,False
1062,2026-03-29,organic,enterprise,19,True
1063,2026-06-23,paid_search,enterprise,61,True
1064,2026-04-02,cold_outreach,mid,107,True
1065,2026-06-22,paid_search,low,16,True
1066,2026-06-20,cold_outreach,mid,8,False
1067,2026-03-07,organic,enterprise,60,True
1068,2026-03-17,cold_outreach,mid,20,False
1069,2026-07-20,cold_outreach,low,7,False
1070,2026-05-11,organic,low,14,False
1071,2026-05-06,organic,mid,2,False
1072,2026-07-14,cold_outreach,mid,5,False
1073,2026-05-19,cold_outreach,low,48,False
1074,2026-06-01,referral,low,17,True
1075,2026-05-29,event,low,20,False
1076,2026-02-12,event,mid,8,False
1077,2026-05-18,organic,mid,51,False
1078,2026-02-16,paid_search,mid,66,False
1079,2026-04-24,cold_outreach,mid,42,False
1080,2026-04-15,event,enterprise,83,True
1081,2026-05-23,organic,enterprise,119,False
1082,2026-02-15,paid_search,enterprise,13,False
1083,2026-07-09,organic,enterprise,10,True
1084,2026-07-21,cold_outreach,low,13,False
1085,2026-03-21,event,low,21,False
1086,2026-05-02,organic,enterprise,46,False
1087,2026-04-30,paid_search,mid,26,False
1088,2026-05-25,paid_search,enterprise,22,True
1089,2026-04-09,referral,enterprise,9,False
1090,2026-03-04,paid_search,enterprise,18,False
1091,2026-07-27,event,low,7,False
1092,2026-07-03,cold_outreach,enterprise,14,False
1093,2026-06-16,cold_outreach,low,4,False
1094,2026-08-08,organic,low,31,False
1095,2026-06-01,cold_outreach,low,7,False
1096,2026-05-30,cold_outreach,low,121,False
1097,2026-02-15,event,low,33,False
1098,2026-06-04,cold_outreach,mid,23,False
1099,2026-04-27,cold_outreach,low,42,False
1100,2026-03-09,organic,mid,10,False
1101,2026-03-27,organic,low,14,False
1102,2026-03-24,organic,enterprise,11,False
1103,2026-05-06,organic,enterprise,58,False
1104,2026-02-18,event,enterprise,29,True
1105,2026-05-29,event,mid,27,False
1106,2026-06-18,paid_search,low,16,False
1107,2026-04-12,organic,enterprise,18,True
1108,2026-05-07,referral,low,27,False
1109,2026-06-09,referral,enterprise,15,False
1110,2026-05-21,paid_search,low,27,False
1111,2026-07-20,organic,mid,12,False
1112,2026-03-01,organic,enterprise,4,True
1113,2026-05-27,event,mid,10,False
1114,2026-04-04,referral,mid,31,False
1115,2026-05-13,referral,enterprise,89,True
1116,2026-04-11,cold_outreach,enterprise,125,False
1117,2026-03-25,paid_search,low,52,False
1118,2026-02-18,organic,enterprise,32,True
1119,2026-03-01,referral,low,117,False
1120,2026-03-04,event,enterprise,30,True
1121,2026-06-10,event,enterprise,10,True
1122,2026-08-02,event,enterprise,7,False
1123,2026-04-13,organic,low,10,False
1124,2026-04-12,event,enterprise,48,True
1125,2026-02-21,cold_outreach,enterprise,21,False
1126,2026-04-02,referral,mid,68,False
1127,2026-07-30,referral,low,111,False
1128,2026-06-19,event,low,42,False
1129,2026-04-19,event,mid,20,False
1130,2026-07-08,event,low,33,False
1131,2026-04-25,paid_search,low,22,False
1132,2026-06-16,event,low,18,False
1133,2026-02-14,referral,low,54,False
1134,2026-05-13,event,low,7,False
1135,2026-05-27,paid_search,mid,110,False
1136,2026-04-02,cold_outreach,low,31,False
1137,2026-03-03,referral,low,61,True
1138,2026-05-14,paid_search,enterprise,33,False
1139,2026-06-23,cold_outreach,enterprise,10,False
1140,2026-06-10,referral,mid,40,False
1141,2026-04-26,event,enterprise,6,False
1142,2026-07-29,cold_outreach,enterprise,26,False
1143,2026-02-21,cold_outreach,mid,11,False
1144,2026-02-20,referral,enterprise,4,True
1145,2026-05-15,event,mid,19,False
1146,2026-07-06,organic,enterprise,99,False
1147,2026-02-28,paid_search,enterprise,5,False
1148,2026-03-01,event,mid,5,False
1149,2026-04-29,referral,low,19,False
1150,2026-07-22,referral,low,28,True
1151,2026-03-09,event,mid,25,False
1152,2026-03-26,organic,mid,2,False
1153,2026-03-21,paid_search,mid,13,False
1154,2026-05-07,paid_search,mid,63,False
1155,2026-03-25,organic,low,7,False
1156,2026-04-20,referral,enterprise,2,False
1157,2026-02-18,organic,enterprise,20,True
1158,2026-04-11,referral,mid,40,False
1159,2026-04-13,organic,mid,21,False
1160,2026-06-30,organic,mid,23,False
1161,2026-07-14,cold_outreach,enterprise,26,False
1162,2026-04-14,event,mid,29,False
1163,2026-04-08,cold_outreach,low,68,False
1164,2026-05-07,referral,mid,3,False
1165,2026-03-21,referral,low,31,False
1166,2026-02-27,event,mid,21,False
1167,2026-03-25,paid_search,low,5,False
1168,2026-08-03,paid_search,enterprise,3,True
1169,2026-07-22,referral,mid,6,False
1170,2026-07-21,referral,low,22,False
1171,2026-02-21,referral,low,4,False
1172,2026-03-03,organic,enterprise,6,False
1173,2026-03-15,referral,enterprise,89,True
1174,2026-03-05,referral,mid,4,False
1175,2026-05-26,organic,low,38,False
1176,2026-06-01,event,enterprise,10,False
1177,2026-02-17,organic,low,23,True
1178,2026-03-24,event,low,13,False
1179,2026-02-18,organic,enterprise,95,False
1180,2026-05-16,paid_search,low,89,False
1181,2026-02-25,event,low,36,True
1182,2026-04-06,organic,mid,49,False
1183,2026-02-19,organic,low,14,False
1184,2026-08-04,referral,mid,13,False
1185,2026-04-07,organic,mid,159,False
1186,2026-03-06,cold_outreach,enterprise,52,False
1187,2026-03-24,cold_outreach,mid,7,False
1188,2026-03-23,paid_search,mid,19,False
1189,2026-07-13,organic,low,15,False
1190,2026-07-03,organic,low,11,False
1191,2026-06-08,event,low,3,False
1192,2026-07-03,cold_outreach,enterprise,45,False
1193,2026-05-04,event,low,14,False
1194,2026-06-28,organic,mid,16,False
1195,2026-07-01,referral,enterprise,70,False
1196,2026-07-31,cold_outreach,mid,8,False
1197,2026-03-13,organic,enterprise,66,False
1198,2026-06-16,referral,enterprise,49,True
1199,2026-05-21,paid_search,enterprise,19,False
1200,2026-05-18,organic,mid,50,False
1201,2026-05-30,referral,low,202,False
1202,2026-02-22,organic,mid,70,False
1203,2026-04-11,referral,low,12,False
1204,2026-02-11,cold_outreach,mid,18,False
1205,2026-07-20,referral,mid,46,False
1206,2026-02-25,referral,low,18,False
1207,2026-03-02,event,low,14,False
1208,2026-07-26,cold_outreach,mid,10,False
1209,2026-04-16,event,mid,2,False
1210,2026-02-10,cold_outreach,mid,29,False
1211,2026-02-22,cold_outreach,low,54,False
1212,2026-06-12,referral,enterprise,22,False
1213,2026-02-20,referral,enterprise,79,True
1214,2026-07-21,cold_outreach,enterprise,13,False
1215,2026-03-30,organic,low,11,False
1216,2026-07-20,organic,low,10,False
1217,2026-04-23,event,low,18,False
1218,2026-06-30,cold_outreach,mid,2,False
1219,2026-06-30,referral,enterprise,10,True
1220,2026-06-05,event,low,122,False
1221,2026-04-01,cold_outreach,enterprise,52,False
1222,2026-03-05,cold_outreach,low,12,False
1223,2026-05-31,paid_search,low,35,False
1224,2026-03-29,referral,low,67,False
1225,2026-07-23,paid_search,enterprise,6,False
1226,2026-04-15,cold_outreach,enterprise,6,False
1227,2026-05-22,paid_search,mid,3,False
1228,2026-08-05,referral,mid,43,False
1229,2026-07-15,organic,mid,21,False
1230,2026-05-04,referral,mid,33,False
1231,2026-06-03,organic,enterprise,10,True
1232,2026-06-02,referral,mid,163,False
1233,2026-06-28,event,low,9,False
1234,2026-04-03,cold_outreach,enterprise,2,False
1235,2026-06-04,organic,mid,6,False
1236,2026-04-27,paid_search,low,246,True
1237,2026-07-18,cold_outreach,enterprise,26,False
1238,2026-02-19,event,low,5,False
1239,2026-02-17,cold_outreach,enterprise,4,False
1240,2026-04-03,referral,mid,23,False
1241,2026-05-17,event,low,39,False
1242,2026-07-16,referral,enterprise,57,True
1243,2026-05-30,referral,mid,88,False
1244,2026-04-27,paid_search,enterprise,22,False
1245,2026-05-16,cold_outreach,enterprise,24,False
1246,2026-07-11,paid_search,low,65,False
1247,2026-06-17,cold_outreach,low,6,False
1248,2026-02-26,cold_outreach,low,8,False
1249,2026-05-29,organic,mid,24,True
1250,2026-05-20,paid_search,mid,15,False
1251,2026-05-30,cold_outreach,low,12,False
1252,2026-06-22,referral,mid,97,False
1253,2026-04-09,paid_search,mid,99,False
1254,2026-07-16,event,mid,19,False
1255,2026-04-26,organic,low,33,False
1256,2026-04-06,paid_search,enterprise,145,False
1257,2026-02-24,referral,low,146,False
1258,2026-05-10,organic,mid,41,False
1259,2026-04-24,referral,low,6,False
1260,2026-03-05,organic,low,29,False
1261,2026-08-05,cold_outreach,low,13,False
1262,2026-06-09,organic,enterprise,2,False
1263,2026-03-01,paid_search,mid,52,False
1264,2026-03-06,paid_search,enterprise,19,True
1265,2026-07-29,organic,mid,7,False
1266,2026-06-03,organic,mid,4,False
1267,2026-05-07,event,enterprise,10,False
1268,2026-05-21,organic,low,11,False
1269,2026-02-10,event,enterprise,126,False
1270,2026-05-21,organic,low,3,False
1271,2026-06-15,referral,low,60,False
1272,2026-07-10,event,enterprise,8,False
1273,2026-03-25,referral,mid,81,False
1274,2026-04-06,paid_search,low,59,False
1275,2026-07-23,referral,low,35,False
1276,2026-02-21,cold_outreach,low,22,False
1277,2026-06-15,paid_search,enterprise,22,False
1278,2026-06-23,referral,mid,5,False
1279,2026-06-24,paid_search,mid,92,False
1280,2026-03-22,organic,low,51,False
1281,2026-02-18,paid_search,low,6,False
1282,2026-06-09,paid_search,low,25,False
1283,2026-03-31,cold_outreach,low,33,False
1284,2026-04-27,cold_outreach,mid,34,False
1285,2026-06-12,organic,low,21,False
1286,2026-07-08,paid_search,mid,24,False
1287,2026-03-25,referral,low,62,False
1288,2026-08-01,paid_search,mid,4,False
1289,2026-02-18,referral,mid,270,False
1290,2026-05-02,cold_outreach,mid,2,False
1291,2026-05-26,organic,mid,11,False
1292,2026-04-18,cold_outreach,mid,26,False
1293,2026-03-26,event,low,68,False
1294,2026-06-28,organic,enterprise,78,False
1295,2026-05-15,referral,enterprise,30,False
1296,2026-06-13,event,low,3,False
1297,2026-07-24,paid_search,mid,3,False
1298,2026-07-15,referral,enterprise,12,False
1299,2026-05-01,organic,enterprise,23,False
1300,2026-06-30,organic,enterprise,29,True
1301,2026-07-24,event,enterprise,30,False
1302,2026-04-13,referral,mid,27,True
1303,2026-07-05,paid_search,low,9,False
1304,2026-03-23,cold_outreach,low,12,False
1305,2026-04-14,cold_outreach,low,54,True
1306,2026-04-17,organic,enterprise,12,True
1307,2026-03-05,event,enterprise,7,True
1308,2026-04-25,paid_search,mid,65,True
1309,2026-04-22,paid_search,mid,10,False
1310,2026-02-13,referral,enterprise,3,False
1311,2026-04-14,paid_search,enterprise,213,False
1312,2026-05-11,cold_outreach,enterprise,15,True
1313,2026-04-20,organic,low,53,False
1314,2026-02-28,cold_outreach,low,17,False
1315,2026-04-02,event,low,20,False
1316,2026-07-27,referral,low,11,False
1317,2026-06-02,organic,low,77,False
1318,2026-06-14,paid_search,mid,20,False
1319,2026-05-26,event,mid,27,True
1320,2026-05-15,referral,enterprise,26,True
1321,2026-03-10,paid_search,low,18,False
1322,2026-02-14,paid_search,low,48,False
1323,2026-04-25,cold_outreach,enterprise,11,False
1324,2026-02-22,cold_outreach,low,60,True
1325,2026-07-10,event,low,8,False
1326,2026-04-13,paid_search,low,18,False
1327,2026-04-09,cold_outreach,enterprise,6,False
1328,2026-04-08,organic,mid,5,False
1329,2026-03-06,referral,enterprise,17,False
1330,2026-06-08,paid_search,low,21,False
1331,2026-06-28,cold_outreach,low,22,False
1332,2026-07-06,paid_search,enterprise,16,False
1333,2026-07-21,event,enterprise,15,False
1334,2026-07-30,event,mid,62,True
1335,2026-05-16,referral,mid,11,False
1336,2026-06-17,event,enterprise,32,False
1337,2026-07-13,paid_search,enterprise,30,False
1338,2026-04-16,event,low,84,False
1339,2026-06-15,event,low,30,False
1340,2026-07-04,cold_outreach,mid,173,False
1341,2026-04-05,event,mid,66,False
1342,2026-03-02,organic,mid,16,False
1343,2026-07-04,organic,enterprise,6,True
1344,2026-07-23,organic,low,6,False
1345,2026-03-23,organic,enterprise,74,False
1346,2026-03-07,event,enterprise,33,True
1347,2026-08-02,paid_search,mid,41,False
1348,2026-06-02,cold_outreach,low,8,False
1349,2026-04-24,referral,enterprise,28,False
1350,2026-06-15,cold_outreach,mid,1,False
1351,2026-02-13,cold_outreach,mid,53,False
1352,2026-05-13,event,enterprise,22,False
1353,2026-06-28,paid_search,enterprise,3,False
1354,2026-07-16,cold_outreach,enterprise,13,False
1355,2026-07-14,referral,low,17,False
1356,2026-07-04,event,enterprise,10,False
1357,2026-06-08,referral,mid,73,False
1358,2026-02-14,cold_outreach,enterprise,7,False
1359,2026-07-17,referral,enterprise,21,False
1360,2026-04-01,organic,low,3,False
1361,2026-03-19,cold_outreach,low,7,False
1362,2026-08-06,referral,enterprise,104,True
