lead_id,event_id,event_date,event_type
332,evt_00003622,2026-06-20,email_open
332,evt_00003625,2026-06-23,email_open
332,evt_00003618,2026-06-24,email_click
332,evt_00003630,2026-06-25,email_open
332,evt_00003616,2026-06-26,email_open
332,evt_00003631,2026-06-26,email_click
332,evt_00003623,2026-07-01,website_visit
332,evt_00003615,2026-07-03,website_visit
332,evt_00003606,2026-07-12,email_open
332,evt_00003619,2026-07-19,website_visit
332,evt_00003607,2026-07-23,email_open
332,evt_00003613,2026-07-23,email_open
332,evt_00003626,2026-07-28,email_open
332,evt_00003629,2026-07-30,email_open
332,evt_00003617,2026-08-03,email_open
332,evt_00003611,2026-08-04,email_open
332,evt_00003610,2026-08-07,website_visit
333,evt_00003634,2026-02-14,email_open
333,evt_00003632,2026-06-04,email_open
333,evt_00003633,2026-06-13,email_open
334,evt_00003643,2026-08-05,email_click
334,evt_00003636,2026-08-06,email_click
334,evt_00003637,2026-08-06,email_open
334,evt_00003638,2026-08-06,email_open
334,evt_00003639,2026-08-06,demo_request
334,evt_00003641,2026-08-06,email_click
334,evt_00003642,2026-08-06,website_visit
334,evt_00003635,2026-08-07,email_open
334,evt_00003645,2026-08-07,email_open
334,evt_00003640,2026-08-08,email_open
334,evt_00003644,2026-08-08,email_open
334,evt_00003646,2026-08-08,email_open
335,evt_00003655,2026-07-06,email_open
335,evt_00003652,2026-07-09,email_open
335,evt_00003659,2026-07-11,email_open
335,evt_00003654,2026-07-12,email_open
335,evt_00003660,2026-07-13,email_open
335,evt_00003648,2026-07-16,website_visit
335,evt_00003650,2026-07-19,email_open
335,evt_00003657,2026-07-22,email_open
335,evt_00003658,2026-07-24,email_open
335,evt_00003656,2026-07-25,website_visit
335,evt_00003647,2026-08-01,email_click
335,evt_00003651,2026-08-01,email_open
335,evt_00003653,2026-08-03,email_click
335,evt_00003649,2026-08-04,email_open
336,evt_00003666,2026-05-09,email_open
336,evt_00003667,2026-05-15,email_open
336,evt_00003675,2026-05-17,email_open
336,evt_00003684,2026-05-22,website_visit
336,evt_00003661,2026-05-23,email_open
336,evt_00003676,2026-05-27,email_click
336,evt_00003669,2026-06-03,website_visit
336,evt_00003662,2026-06-08,website_visit
336,evt_00003674,2026-06-09,email_open
336,evt_00003663,2026-06-12,email_open
336,evt_00003678,2026-06-21,website_visit
336,evt_00003670,2026-06-22,website_visit
336,evt_00003672,2026-06-23,form_fill
336,evt_00003668,2026-06-25,email_open
336,evt_00003680,2026-06-26,email_open
336,evt_00003682,2026-07-06,email_open
336,evt_00003683,2026-07-08,email_click
336,evt_00003671,2026-07-09,website_visit
336,evt_00003673,2026-07-09,demo_request
336,evt_00003665,2026-07-11,email_open
336,evt_00003685,2026-07-14,email_click
336,evt_00003677,2026-07-15,email_open
336,evt_00003679,2026-07-16,email_open
336,evt_00003664,2026-07-19,website_visit
336,evt_00003681,2026-07-19,website_visit
337,evt_00003687,2026-07-06,email_open
337,evt_00003690,2026-07-06,email_open
337,evt_00003686,2026-07-19,email_open
337,evt_00003689,2026-07-23,email_open
337,evt_00003688,2026-08-05,email_open
338,evt_00003691,2026-07-06,website_visit
338,evt_00003693,2026-07-08,email_open
338,evt_00003692,2026-07-28,email_open
338,evt_00003694,2026-08-01,website_visit
339,evt_00003695,2026-04-14,email_click
339,evt_00003696,2026-07-18,email_open
340,evt_00003704,2026-04-12,website_visit
340,evt_00003713,2026-04-20,email_open
340,evt_00003699,2026-04-29,email_open
340,evt_00003700,2026-05-01,email_open
340,evt_00003702,2026-05-05,website_visit
340,evt_00003711,2026-05-05,website_visit
340,evt_00003710,2026-05-17,website_visit
340,evt_00003707,2026-05-21,demo_request
340,evt_00003709,2026-05-22,form_fill
340,evt_00003714,2026-05-28,email_click
340,evt_00003697,2026-06-19,email_click
340,evt_00003708,2026-06-19,form_fill
340,evt_00003698,2026-06-21,email_open
340,evt_00003712,2026-07-12,form_fill
340,evt_00003703,2026-07-14,email_click
340,evt_00003706,2026-07-25,website_visit
340,evt_00003716,2026-07-25,website_visit
340,evt_00003705,2026-07-31,form_fill
340,evt_00003701,2026-08-05,email_open
340,evt_00003715,2026-08-08,website_visit
341,evt_00003717,2026-02-23,email_click
341,evt_00003719,2026-02-26,email_click
341,evt_00003723,2026-03-08,email_open
341,evt_00003721,2026-03-15,website_visit
341,evt_00003735,2026-03-20,email_open
341,evt_00003726,2026-03-23,website_visit
341,evt_00003728,2026-04-01,demo_request
341,evt_00003732,2026-04-05,email_open
341,evt_00003734,2026-04-10,email_open
341,evt_00003724,2026-04-11,email_click
341,evt_00003718,2026-04-14,email_open
341,evt_00003729,2026-04-22,email_open
341,evt_00003722,2026-04-23,email_open
341,evt_00003727,2026-05-28,website_visit
341,evt_00003731,2026-05-29,email_click
341,evt_00003730,2026-06-22,email_open
341,evt_00003725,2026-06-30,email_click
341,evt_00003737,2026-07-13,email_click
341,evt_00003733,2026-07-19,form_fill
341,evt_00003720,2026-07-28,website_visit
341,evt_00003736,2026-08-03,email_open
342,evt_00003739,2026-05-08,email_open
342,evt_00003751,2026-05-12,website_visit
342,evt_00003748,2026-05-19,email_open
342,evt_00003743,2026-06-06,email_open
342,evt_00003738,2026-06-12,website_visit
342,evt_00003744,2026-06-21,website_visit
342,evt_00003746,2026-07-04,email_open
342,evt_00003740,2026-07-18,email_open
342,evt_00003750,2026-07-18,email_open
342,evt_00003747,2026-07-19,email_click
342,evt_00003745,2026-07-20,form_fill
342,evt_00003749,2026-07-23,email_click
342,evt_00003742,2026-07-28,website_visit
342,evt_00003741,2026-08-06,email_open
343,evt_00003774,2026-04-22,email_open
343,evt_00003768,2026-04-29,email_open
343,evt_00003781,2026-05-03,email_open
343,evt_00003775,2026-05-06,form_fill
343,evt_00003780,2026-05-06,email_open
343,evt_00003753,2026-05-10,email_open
343,evt_00003754,2026-05-10,form_fill
343,evt_00003765,2026-05-15,website_visit
343,evt_00003757,2026-05-17,email_open
343,evt_00003770,2026-05-18,email_open
343,evt_00003760,2026-05-20,email_open
343,evt_00003769,2026-05-28,email_open
343,evt_00003773,2026-05-29,email_click
343,evt_00003767,2026-06-05,website_visit
343,evt_00003763,2026-06-07,email_open
343,evt_00003759,2026-06-08,email_open
343,evt_00003779,2026-06-08,form_fill
343,evt_00003776,2026-06-11,website_visit
343,evt_00003766,2026-06-12,website_visit
343,evt_00003761,2026-06-15,email_click
343,evt_00003778,2026-06-25,email_open
343,evt_00003772,2026-07-07,email_open
343,evt_00003756,2026-07-08,form_fill
343,evt_00003785,2026-07-09,email_open
343,evt_00003771,2026-07-12,form_fill
343,evt_00003755,2026-07-16,email_open
343,evt_00003762,2026-07-16,email_open
343,evt_00003783,2026-07-16,website_visit
343,evt_00003752,2026-07-25,email_open
343,evt_00003758,2026-07-25,website_visit
343,evt_00003782,2026-07-26,website_visit
343,evt_00003784,2026-07-29,email_open
343,evt_00003764,2026-08-02,email_click
343,evt_00003777,2026-08-04,email_open
344,evt_00003788,2026-03-13,email_click
344,evt_00003794,2026-04-29,form_fill
344,evt_00003792,2026-05-06,email_open
344,evt_00003790,2026-05-07,website_visit
344,evt_00003793,2026-05-14,email_click
344,evt_00003795,2026-05-22,email_click
344,evt_00003787,2026-06-05,email_click
344,evt_00003791,2026-06-17,email_click
344,evt_00003796,2026-07-20,email_open
344,evt_00003786,2026-08-04,website_visit
344,evt_00003789,2026-08-05,email_open
345,evt_00003807,2026-02-28,email_open
345,evt_00003797,2026-03-01,email_open
345,evt_00003800,2026-03-02,email_open
345,evt_00003799,2026-03-25,email_open
345,evt_00003802,2026-04-13,website_visit
345,evt_00003801,2026-05-06,form_fill
345,evt_00003803,2026-05-12,demo_request
345,evt_00003806,2026-05-17,email_click
345,evt_00003804,2026-06-24,email_click
345,evt_00003805,2026-07-19,email_open
345,evt_00003798,2026-07-25,website_visit
346,evt_00003808,2026-06-09,website_visit
346,evt_00003820,2026-06-12,email_open
346,evt_00003811,2026-06-13,email_click
346,evt_00003823,2026-06-13,email_open
346,evt_00003809,2026-06-21,email_open
346,evt_00003817,2026-06-21,email_click
346,evt_00003824,2026-06-25,form_fill
346,evt_00003814,2026-06-26,demo_request
346,evt_00003812,2026-07-02,website_visit
346,evt_00003822,2026-07-02,website_visit
346,evt_00003815,2026-07-04,form_fill
346,evt_00003821,2026-07-06,form_fill
346,evt_00003816,2026-07-08,website_visit
346,evt_00003813,2026-07-10,website_visit
346,evt_00003819,2026-07-17,email_open
346,evt_00003818,2026-07-25,website_visit
346,evt_00003825,2026-08-01,email_click
346,evt_00003810,2026-08-07,website_visit
347,evt_00003826,2026-03-20,email_open
347,evt_00003827,2026-05-09,demo_request
348,evt_00003831,2026-06-09,website_visit
348,evt_00003829,2026-06-30,website_visit
348,evt_00003828,2026-07-21,website_visit
348,evt_00003830,2026-08-01,email_click
349,evt_00003832,2026-06-06,website_visit
349,evt_00003833,2026-07-16,website_visit
350,evt_00003836,2026-07-27,email_open
350,evt_00003853,2026-07-27,demo_request
350,evt_00003842,2026-07-29,email_open
350,evt_00003847,2026-07-29,email_click
350,evt_00003845,2026-07-30,email_click
350,evt_00003834,2026-07-31,email_open
350,evt_00003851,2026-07-31,email_open
350,evt_00003854,2026-07-31,email_click
350,evt_00003844,2026-08-02,email_open
350,evt_00003848,2026-08-02,website_visit
350,evt_00003837,2026-08-03,email_open
350,evt_00003840,2026-08-04,email_click
350,evt_00003850,2026-08-05,email_open
350,evt_00003838,2026-08-06,email_click
350,evt_00003843,2026-08-06,email_click
350,evt_00003852,2026-08-06,email_open
350,evt_00003835,2026-08-07,email_open
350,evt_00003839,2026-08-08,email_open
350,evt_00003841,2026-08-08,email_open
350,evt_00003846,2026-08-08,email_open
350,evt_00003849,2026-08-08,website_visit
351,evt_00003865,2026-03-11,website_visit
351,evt_00003864,2026-03-12,email_click
351,evt_00003862,2026-03-13,email_open
351,evt_00003861,2026-04-19,email_click
351,evt_00003860,2026-05-07,email_click
351,evt_00003858,2026-05-19,website_visit
351,evt_00003855,2026-06-02,email_click
351,evt_00003867,2026-06-11,email_open
351,evt_00003863,2026-06-28,email_open
351,evt_00003856,2026-07-07,form_fill
351,evt_00003866,2026-07-10,email_click
351,evt_00003857,2026-07-20,email_open
351,evt_00003859,2026-08-02,email_open
352,evt_00003869,2026-03-12,email_open
352,evt_00003870,2026-04-19,email_open
352,evt_00003868,2026-06-14,email_open
353,evt_00003877,2026-06-29,email_open
353,evt_00003879,2026-07-01,website_visit
353,evt_00003881,2026-07-01,form_fill
353,evt_00003878,2026-07-06,email_open
353,evt_00003880,2026-07-06,email_open
353,evt_00003874,2026-07-11,email_click
353,evt_00003876,2026-07-13,email_click
353,evt_00003871,2026-07-15,email_open
353,evt_00003875,2026-07-16,email_open
353,evt_00003873,2026-08-02,website_visit
353,evt_00003872,2026-08-03,email_open
354,evt_00003904,2026-04-11,website_visit
354,evt_00003909,2026-04-11,email_open
354,evt_00003882,2026-04-15,email_open
354,evt_00003903,2026-04-24,email_open
354,evt_00003907,2026-04-27,email_open
354,evt_00003883,2026-05-08,demo_request
354,evt_00003900,2026-05-10,website_visit
354,evt_00003899,2026-05-11,email_open
354,evt_00003890,2026-05-12,email_click
354,evt_00003902,2026-05-26,email_open
354,evt_00003891,2026-05-28,email_open
354,evt_00003896,2026-06-03,email_open
354,evt_00003888,2026-06-05,email_open
354,evt_00003894,2026-06-09,email_open
354,evt_00003892,2026-06-17,email_open
354,evt_00003886,2026-06-22,website_visit
354,evt_00003887,2026-06-23,email_click
354,evt_00003889,2026-06-26,email_click
354,evt_00003910,2026-07-02,email_open
354,evt_00003893,2026-07-08,email_open
354,evt_00003895,2026-07-09,form_fill
354,evt_00003884,2026-07-10,demo_request
354,evt_00003901,2026-07-12,form_fill
354,evt_00003885,2026-07-13,website_visit
354,evt_00003897,2026-07-13,email_open
354,evt_00003898,2026-07-21,email_click
354,evt_00003905,2026-08-04,demo_request
354,evt_00003908,2026-08-06,email_open
354,evt_00003906,2026-08-08,website_visit
355,evt_00003922,2026-03-30,email_open
355,evt_00003917,2026-04-01,email_open
355,evt_00003918,2026-04-23,email_open
355,evt_00003926,2026-04-25,email_click
355,evt_00003932,2026-04-26,website_visit
355,evt_00003930,2026-04-27,website_visit
355,evt_00003934,2026-05-08,form_fill
355,evt_00003924,2026-05-10,website_visit
355,evt_00003912,2026-05-13,email_open
355,evt_00003923,2026-05-13,website_visit
355,evt_00003913,2026-05-15,website_visit
355,evt_00003911,2026-05-19,email_open
355,evt_00003920,2026-05-20,email_open
355,evt_00003928,2026-05-21,email_open
355,evt_00003933,2026-05-30,website_visit
355,evt_00003916,2026-06-11,email_click
355,evt_00003919,2026-06-15,email_open
355,evt_00003921,2026-06-20,website_visit
355,evt_00003914,2026-06-24,website_visit
355,evt_00003925,2026-07-16,email_open
355,evt_00003931,2026-07-20,email_open
355,evt_00003927,2026-07-26,email_open
355,evt_00003915,2026-08-03,email_open
355,evt_00003929,2026-08-06,email_open
356,evt_00003937,2026-07-25,email_click
356,evt_00003938,2026-07-27,email_click
356,evt_00003935,2026-08-02,form_fill
356,evt_00003936,2026-08-08,demo_request
357,evt_00003939,2026-03-25,website_visit
357,evt_00003952,2026-03-29,email_click
357,evt_00003941,2026-04-06,email_open
357,evt_00003940,2026-04-15,email_open
357,evt_00003954,2026-04-15,email_open
357,evt_00003953,2026-04-20,email_click
357,evt_00003944,2026-04-26,email_open
357,evt_00003948,2026-06-02,email_open
357,evt_00003947,2026-06-06,email_open
357,evt_00003951,2026-06-17,email_open
357,evt_00003942,2026-06-29,email_open
357,evt_00003945,2026-07-08,email_open
357,evt_00003946,2026-07-16,email_open
357,evt_00003949,2026-07-16,form_fill
357,evt_00003950,2026-07-28,email_open
357,evt_00003943,2026-07-30,email_click
358,evt_00003955,2026-07-18,email_click
358,evt_00003956,2026-07-20,email_open
358,evt_00003958,2026-07-23,email_click
358,evt_00003957,2026-08-03,email_open
359,evt_00003962,2026-04-25,email_open
359,evt_00003961,2026-06-14,email_click
359,evt_00003960,2026-06-26,email_open
359,evt_00003959,2026-07-14,website_visit
359,evt_00003963,2026-07-14,website_visit
360,evt_00003969,2026-06-14,website_visit
360,evt_00003967,2026-07-04,email_open
360,evt_00003966,2026-07-11,website_visit
360,evt_00003965,2026-07-14,email_click
360,evt_00003968,2026-07-22,website_visit
360,evt_00003964,2026-07-24,email_open
361,evt_00003979,2026-06-15,email_click
361,evt_00003984,2026-06-15,website_visit
361,evt_00003970,2026-06-16,demo_request
361,evt_00003991,2026-06-21,website_visit
361,evt_00003971,2026-06-24,email_open
361,evt_00003982,2026-06-26,website_visit
361,evt_00003980,2026-06-28,website_visit
361,evt_00003993,2026-07-03,email_open
361,evt_00003973,2026-07-10,email_open
361,evt_00003974,2026-07-10,email_click
361,evt_00003981,2026-07-15,email_open
361,evt_00003994,2026-07-18,email_open
361,evt_00003986,2026-07-19,website_visit
361,evt_00003983,2026-07-21,email_click
361,evt_00003987,2026-07-21,email_click
361,evt_00003992,2026-07-21,email_click
361,evt_00003989,2026-07-24,email_click
361,evt_00003990,2026-07-24,email_click
361,evt_00003988,2026-07-27,email_open
361,evt_00003985,2026-07-28,website_visit
361,evt_00003996,2026-07-29,email_click
361,evt_00003972,2026-07-31,email_open
361,evt_00003976,2026-08-01,email_click
361,evt_00003977,2026-08-02,website_visit
361,evt_00003975,2026-08-05,email_click
361,evt_00003995,2026-08-06,website_visit
361,evt_00003978,2026-08-07,email_open
362,evt_00003997,2026-08-05,email_open
362,evt_00004000,2026-08-05,email_click
362,evt_00003998,2026-08-07,website_visit
362,evt_00003999,2026-08-07,email_click
362,evt_00004001,2026-08-08,email_open
363,evt_00004008,2026-06-26,email_open
363,evt_00004006,2026-06-29,website_visit
363,evt_00004002,2026-07-06,email_click
363,evt_00004003,2026-07-06,email_open
363,evt_00004005,2026-07-06,website_visit
363,evt_00004004,2026-07-09,form_fill
363,evt_00004007,2026-07-18,email_open
364,evt_00004014,2026-07-19,email_open
364,evt_00004009,2026-07-21,demo_request
364,evt_00004010,2026-07-22,email_open
364,evt_00004016,2026-07-25,demo_request
364,evt_00004012,2026-07-29,email_open
364,evt_00004018,2026-08-03,email_open
364,evt_00004017,2026-08-06,email_click
364,evt_00004011,2026-08-07,email_click
364,evt_00004015,2026-08-07,email_open
364,evt_00004019,2026-08-07,website_visit
364,evt_00004013,2026-08-08,website_visit
365,evt_00004020,2026-07-24,form_fill
365,evt_00004021,2026-08-02,email_open
366,evt_00004022,2026-04-01,email_click
366,evt_00004026,2026-04-05,website_visit
366,evt_00004024,2026-06-05,email_click
366,evt_00004025,2026-06-22,email_click
366,evt_00004023,2026-07-29,email_open
367,evt_00004029,2026-06-04,email_open
367,evt_00004027,2026-07-05,email_open
367,evt_00004028,2026-07-12,form_fill
367,evt_00004030,2026-08-01,email_click
368,evt_00004033,2026-02-28,email_click
368,evt_00004039,2026-02-28,email_click
368,evt_00004040,2026-03-13,email_open
368,evt_00004034,2026-06-03,email_open
368,evt_00004036,2026-06-19,email_click
368,evt_00004031,2026-07-18,demo_request
368,evt_00004035,2026-07-22,website_visit
368,evt_00004038,2026-07-26,email_open
368,evt_00004032,2026-08-01,email_open
368,evt_00004037,2026-08-01,email_open
369,evt_00004041,2026-07-09,email_click
369,evt_00004042,2026-08-08,email_click
370,evt_00004048,2026-03-07,website_visit
370,evt_00004046,2026-03-19,website_visit
370,evt_00004043,2026-04-07,email_open
370,evt_00004045,2026-06-03,email_click
370,evt_00004047,2026-06-04,email_open
370,evt_00004044,2026-06-22,email_open
371,evt_00004055,2026-05-03,email_open
371,evt_00004054,2026-05-09,email_click
371,evt_00004058,2026-05-09,email_open
371,evt_00004052,2026-05-17,form_fill
371,evt_00004057,2026-06-15,email_click
371,evt_00004056,2026-06-16,website_visit
371,evt_00004060,2026-06-18,email_open
371,evt_00004053,2026-06-26,email_click
371,evt_00004059,2026-07-03,email_open
371,evt_00004051,2026-07-07,email_open
371,evt_00004050,2026-07-10,email_open
371,evt_00004049,2026-07-22,website_visit
372,evt_00004061,2026-08-05,email_open
372,evt_00004062,2026-08-07,website_visit
372,evt_00004063,2026-08-07,email_open
372,evt_00004064,2026-08-07,form_fill
372,evt_00004065,2026-08-07,website_visit
372,evt_00004066,2026-08-08,website_visit
373,evt_00004068,2026-08-07,email_click
373,evt_00004067,2026-08-08,email_open
373,evt_00004069,2026-08-08,email_click
374,evt_00004070,2026-08-07,website_visit
374,evt_00004071,2026-08-07,website_visit
374,evt_00004072,2026-08-07,website_visit
374,evt_00004073,2026-08-07,website_visit
374,evt_00004074,2026-08-08,email_open
375,evt_00004076,2026-05-28,demo_request
375,evt_00004075,2026-07-12,form_fill
375,evt_00004077,2026-07-31,website_visit
376,evt_00004078,2026-05-01,email_click
376,evt_00004081,2026-07-24,email_open
376,evt_00004079,2026-07-29,email_open
376,evt_00004080,2026-08-01,email_open
377,evt_00004084,2026-03-10,email_open
377,evt_00004082,2026-04-24,email_click
377,evt_00004083,2026-04-30,email_open
378,evt_00004090,2026-03-03,website_visit
378,evt_00004091,2026-03-06,demo_request
378,evt_00004089,2026-03-15,website_visit
378,evt_00004087,2026-04-09,email_click
378,evt_00004088,2026-04-13,email_open
378,evt_00004085,2026-05-10,website_visit
378,evt_00004092,2026-05-18,email_open
378,evt_00004086,2026-07-07,email_open
379,evt_00004095,2026-04-16,email_open
379,evt_00004096,2026-05-16,email_click
379,evt_00004093,2026-06-24,email_open
379,evt_00004094,2026-06-28,email_click
380,evt_00004101,2026-05-25,email_open
380,evt_00004103,2026-05-28,email_open
380,evt_00004100,2026-06-11,website_visit
380,evt_00004105,2026-06-23,email_click
380,evt_00004104,2026-07-03,email_open
380,evt_00004106,2026-07-16,email_open
380,evt_00004099,2026-07-19,email_open
380,evt_00004102,2026-07-19,email_open
380,evt_00004098,2026-07-20,email_click
380,evt_00004097,2026-08-07,email_open
381,evt_00004107,2026-07-18,email_click
382,evt_00004116,2026-04-19,email_open
382,evt_00004114,2026-04-22,email_open
382,evt_00004112,2026-05-13,email_open
382,evt_00004110,2026-05-29,email_open
382,evt_00004109,2026-06-24,email_open
382,evt_00004111,2026-06-26,form_fill
382,evt_00004108,2026-07-01,email_click
382,evt_00004115,2026-07-17,email_click
382,evt_00004113,2026-07-22,email_open
383,evt_00004125,2026-03-16,email_open
383,evt_00004131,2026-03-19,form_fill
383,evt_00004119,2026-03-21,email_open
383,evt_00004123,2026-03-21,form_fill
383,evt_00004126,2026-03-27,email_open
383,evt_00004124,2026-04-11,email_open
383,evt_00004118,2026-04-12,website_visit
383,evt_00004121,2026-04-28,email_open
383,evt_00004130,2026-05-21,email_open
383,evt_00004129,2026-05-31,email_open
383,evt_00004122,2026-06-18,email_click
383,evt_00004117,2026-06-23,website_visit
383,evt_00004128,2026-06-25,form_fill
383,evt_00004120,2026-07-08,website_visit
383,evt_00004127,2026-07-22,website_visit
384,evt_00004154,2026-03-16,website_visit
384,evt_00004155,2026-03-29,email_open
384,evt_00004146,2026-03-31,email_open
384,evt_00004149,2026-03-31,email_click
384,evt_00004150,2026-04-07,email_click
384,evt_00004134,2026-04-09,email_open
384,evt_00004138,2026-04-11,email_click
384,evt_00004132,2026-04-17,website_visit
384,evt_00004147,2026-04-20,email_click
384,evt_00004157,2026-05-07,website_visit
384,evt_00004142,2026-05-10,email_open
384,evt_00004141,2026-05-11,email_open
384,evt_00004143,2026-05-15,email_open
384,evt_00004151,2026-05-16,email_open
384,evt_00004145,2026-05-24,email_open
384,evt_00004135,2026-05-29,website_visit
384,evt_00004140,2026-06-04,website_visit
384,evt_00004139,2026-06-07,email_open
384,evt_00004133,2026-06-08,email_open
384,evt_00004153,2026-06-08,email_open
384,evt_00004148,2026-06-13,email_click
384,evt_00004158,2026-06-19,email_open
384,evt_00004144,2026-06-25,email_open
384,evt_00004137,2026-07-26,email_open
384,evt_00004152,2026-07-29,email_open
384,evt_00004156,2026-07-29,email_open
384,evt_00004136,2026-08-03,email_click
385,evt_00004159,2026-05-30,email_click
385,evt_00004160,2026-06-14,email_open
386,evt_00004161,2026-07-13,form_fill
386,evt_00004162,2026-07-21,website_visit
386,evt_00004163,2026-08-07,email_click
387,evt_00004164,2026-03-22,email_click
387,evt_00004177,2026-03-27,email_open
387,evt_00004175,2026-04-19,email_click
387,evt_00004172,2026-05-01,email_click
387,evt_00004167,2026-05-05,website_visit
387,evt_00004171,2026-05-06,email_open
387,evt_00004173,2026-05-18,email_open
387,evt_00004174,2026-05-29,website_visit
387,evt_00004166,2026-05-31,website_visit
387,evt_00004168,2026-06-11,email_open
387,evt_00004169,2026-06-18,website_visit
387,evt_00004165,2026-06-29,email_click
387,evt_00004176,2026-06-30,email_click
387,evt_00004178,2026-07-02,form_fill
387,evt_00004170,2026-08-08,email_open
388,evt_00004181,2026-05-12,email_open
388,evt_00004195,2026-05-17,email_open
388,evt_00004189,2026-05-29,email_click
388,evt_00004179,2026-06-02,email_open
388,evt_00004182,2026-06-05,website_visit
388,evt_00004185,2026-06-08,website_visit
388,evt_00004191,2026-06-10,demo_request
388,evt_00004196,2026-06-20,email_open
388,evt_00004194,2026-06-23,website_visit
388,evt_00004190,2026-06-29,email_open
388,evt_00004186,2026-07-02,email_open
388,evt_00004183,2026-07-06,website_visit
388,evt_00004193,2026-07-06,website_visit
388,evt_00004187,2026-07-17,email_open
388,evt_00004188,2026-07-23,email_open
388,evt_00004192,2026-07-23,email_click
388,evt_00004180,2026-07-29,email_open
388,evt_00004184,2026-07-31,email_open
390,evt_00004223,2026-03-17,email_click
390,evt_00004250,2026-03-17,website_visit
390,evt_00004215,2026-03-19,email_click
390,evt_00004218,2026-03-19,email_open
390,evt_00004224,2026-03-20,email_open
390,evt_00004258,2026-03-24,email_click
390,evt_00004259,2026-03-27,form_fill
390,evt_00004226,2026-03-29,email_click
390,evt_00004238,2026-03-30,demo_request
390,evt_00004202,2026-04-01,email_open
390,evt_00004234,2026-04-06,website_visit
390,evt_00004214,2026-04-07,email_open
390,evt_00004233,2026-04-09,form_fill
390,evt_00004232,2026-04-14,email_open
390,evt_00004228,2026-04-22,website_visit
390,evt_00004230,2026-04-25,email_open
390,evt_00004241,2026-04-29,email_click
390,evt_00004222,2026-04-30,website_visit
390,evt_00004198,2026-05-02,email_click
390,evt_00004208,2026-05-03,email_open
390,evt_00004243,2026-05-03,email_click
390,evt_00004210,2026-05-04,email_open
390,evt_00004239,2026-05-04,form_fill
390,evt_00004203,2026-05-05,email_open
390,evt_00004212,2026-05-05,email_open
390,evt_00004219,2026-05-07,email_open
390,evt_00004211,2026-05-10,email_open
390,evt_00004254,2026-05-10,website_visit
390,evt_00004220,2026-05-11,demo_request
390,evt_00004257,2026-05-20,website_visit
390,evt_00004217,2026-05-22,email_open
390,evt_00004246,2026-05-22,email_click
390,evt_00004227,2026-05-24,website_visit
390,evt_00004209,2026-05-25,email_open
390,evt_00004199,2026-05-29,email_open
390,evt_00004235,2026-06-01,email_click
390,evt_00004242,2026-06-01,email_open
390,evt_00004221,2026-06-03,email_open
390,evt_00004236,2026-06-07,website_visit
390,evt_00004197,2026-06-08,demo_request
390,evt_00004231,2026-06-09,demo_request
390,evt_00004244,2026-06-14,email_click
390,evt_00004249,2026-06-15,email_open
390,evt_00004207,2026-06-17,website_visit
390,evt_00004245,2026-06-24,email_open
390,evt_00004200,2026-06-27,website_visit
390,evt_00004216,2026-06-28,website_visit
390,evt_00004213,2026-06-29,email_open
390,evt_00004205,2026-07-03,email_click
390,evt_00004201,2026-07-09,email_open
390,evt_00004255,2026-07-09,demo_request
390,evt_00004251,2026-07-11,email_open
390,evt_00004252,2026-07-16,email_open
390,evt_00004256,2026-07-22,email_click
390,evt_00004240,2026-07-24,email_click
390,evt_00004253,2026-07-24,email_open
390,evt_00004237,2026-07-25,website_visit
390,evt_00004225,2026-07-26,form_fill
390,evt_00004229,2026-07-30,email_open
390,evt_00004206,2026-08-02,website_visit
390,evt_00004247,2026-08-03,email_open
390,evt_00004248,2026-08-03,website_visit
390,evt_00004204,2026-08-06,email_click
391,evt_00004260,2026-04-10,website_visit
391,evt_00004261,2026-05-29,email_open
391,evt_00004262,2026-06-08,website_visit
392,evt_00004268,2026-03-26,email_open
392,evt_00004264,2026-03-28,email_click
392,evt_00004263,2026-04-01,email_open
392,evt_00004265,2026-04-21,website_visit
392,evt_00004266,2026-06-16,email_open
392,evt_00004267,2026-08-02,form_fill
393,evt_00004274,2026-07-06,email_open
393,evt_00004270,2026-07-15,website_visit
393,evt_00004276,2026-07-15,email_click
393,evt_00004273,2026-07-17,website_visit
393,evt_00004271,2026-07-18,email_open
393,evt_00004275,2026-07-20,form_fill
393,evt_00004269,2026-07-28,form_fill
393,evt_00004272,2026-08-02,email_open
394,evt_00004278,2026-03-23,form_fill
394,evt_00004291,2026-04-03,email_open
394,evt_00004284,2026-04-20,website_visit
394,evt_00004283,2026-04-27,email_click
394,evt_00004279,2026-04-30,email_open
394,evt_00004277,2026-05-01,email_open
394,evt_00004286,2026-05-11,email_open
394,evt_00004280,2026-05-14,website_visit
394,evt_00004287,2026-05-14,email_open
394,evt_00004282,2026-05-28,website_visit
394,evt_00004281,2026-05-29,email_open
394,evt_00004290,2026-06-02,form_fill
394,evt_00004289,2026-06-23,email_open
394,evt_00004285,2026-06-26,website_visit
394,evt_00004288,2026-07-15,email_open
395,evt_00004292,2026-05-14,email_open
396,evt_00004297,2026-04-26,website_visit
396,evt_00004298,2026-04-26,email_click
396,evt_00004293,2026-06-09,email_open
396,evt_00004294,2026-06-13,email_open
396,evt_00004295,2026-07-19,form_fill
396,evt_00004299,2026-07-19,email_open
396,evt_00004300,2026-07-26,email_open
396,evt_00004296,2026-07-28,website_visit
397,evt_00004301,2026-05-31,email_open
